Language , Program , Input Size , Package , Core(s) , GPU , DRAM? , Memory (KB), Time (sec)
C#, bubblesort_25000.sh, 25000, 44.112366 , 10.998962 , 0.049255 , 0.000000 , 64988, 2.86642 
C#, cyclesort_25000.sh, 25000, 12.628296 , 6.670715 , 0.033264 , 0.000000 , 65432, 0.511842 
C#, heapsort_25000.sh, 25000, 12.738831 , 6.661865 , 0.036438 , 0.000000 , 63248, 0.521747 
C#, insertionsort_25000.sh, 25000, 12.828918 , 6.764587 , 0.034180 , 0.000000 , 69144, 0.522619 
C#, mergesort_25000.sh, 25000, 12.992676 , 6.634583 , 0.127930 , 0.000000 , 67464, 0.539141 
C#, oddevensort_25000.sh, 25000, 12.667725 , 6.764771 , 0.003479 , 0.000000 , 67512, 0.511278 
C#, quicksort_25000.sh, 25000, 12.939880 , 6.859253 , 0.034424 , 0.000000 , 65508, 0.521835 
C#, selectionsort_25000.sh, 25000, 12.663269 , 6.786011 , 0.000000 , 0.000000 , 63472, 0.509128 
Go, bubblesort_25000.sh, 25000, 26.799133 , 4.388000 , 0.038269 , 0.000000 , 56556, 1.93362 
Go, cyclesort_25000.sh, 25000, 3.694336 , 1.825989 , 0.032715 , 0.000000 , 54908, 0.155945 
Go, heapsort_25000.sh, 25000, 4.301453 , 1.765259 , 0.031982 , 0.000000 , 54740, 0.213307 
Go, insertionsort_25000.sh, 25000, 4.428833 , 1.583435 , 0.031616 , 0.000000 , 56824, 0.240024 
Go, mergesort_25000.sh, 25000, 4.405273 , 1.573181 , 0.023010 , 0.000000 , 57100, 0.240371 
Go, oddevensort_25000.sh, 25000, 4.408997 , 1.703613 , 0.051453 , 0.000000 , 55668, 0.227695 
Go, quicksort_25000.sh, 25000, 3.943054 , 1.733398 , 0.032593 , 0.000000 , 56516, 0.184098 
Go, selectionsort_25000.sh, 25000, 3.954224 , 1.509216 , 0.021790 , 0.000000 , 57876, 0.208252 
Haskell, bubblesort_25000.sh, 25000, 337.532715 , 163.063660 , 0.157654 , 0.000000 , 631412, 14.8196 
Haskell, cyclesort_25000.sh, 25000, 584.245972 , 303.960938 , 0.172974 , 0.000000 , 731108, 23.7327 
Haskell, heapsort_25000.sh, 25000, 309.526855 , 160.868530 , 0.142822 , 0.000000 , 642272, 12.5923 
Haskell, insertionsort_25000.sh, 25000, 309.729431 , 160.947144 , 0.169800 , 0.000000 , 580000, 12.5995 
Haskell, mergesort_25000.sh, 25000, 309.787292 , 160.173645 , 0.149292 , 0.000000 , 600028, 12.6675 
Haskell, oddevensort_25000.sh, 25000, 289.015625 , 151.300842 , 0.140930 , 0.000000 , 682528, 11.6609 
Haskell, quicksort_25000.sh, 25000, 306.340637 , 160.093384 , 0.093628 , 0.000000 , 594004, 12.393 
Haskell, selectionsort_25000.sh, 25000, 317.320557 , 165.100952 , 0.157898 , 0.000000 , 642600, 12.8769 
Rust, bubblesort_25000.sh, 25000, 258.182983 , 123.072510 , 0.158020 , 0.000000 , 1074960, 11.5822 
Rust, cyclesort_25000.sh, 25000, 229.534607 , 121.222473 , 0.093628 , 0.000000 , 1076060, 9.27268 
Rust, heapsort_25000.sh, 25000, 233.383423 , 123.110535 , 0.133606 , 0.000000 , 1085192, 9.43594 
Rust, insertionsort_25000.sh, 25000, 234.409729 , 123.816345 , 0.093994 , 0.000000 , 1080492, 9.46728 
Rust, mergesort_25000.sh, 25000, 227.086914 , 119.806885 , 0.088745 , 0.000000 , 1098600, 9.18589 
Rust, oddevensort_25000.sh, 25000, 228.819153 , 120.779663 , 0.091309 , 0.000000 , 1088156, 9.24435 
Rust, quicksort_25000.sh, 25000, 231.700928 , 123.211914 , 0.065979 , 0.000000 , 1092488, 9.29273 
Rust, selectionsort_25000.sh, 25000, 229.062927 , 120.435425 , 0.099426 , 0.000000 , 1072524, 9.30442 
Swift, bubblesort_25000.sh, 25000, 371.185059 , 189.376770 , 0.218018 , 0.000000 , 142852, 15.6797 
Swift, cyclesort_25000.sh, 25000, 352.756348 , 186.787109 , 0.109009 , 0.000000 , 143368, 14.3282 
Swift, heapsort_25000.sh, 25000, 360.003174 , 189.566711 , 0.123779 , 0.000000 , 147508, 14.7119 
Swift, insertionsort_25000.sh, 25000, 337.270264 , 178.718445 , 0.086060 , 0.000000 , 144268, 13.6894 
Swift, mergesort_25000.sh, 25000, 361.249084 , 191.474976 , 0.150574 , 0.000000 , 145540, 14.6462 
Swift, oddevensort_25000.sh, 25000, 352.235657 , 186.612671 , 0.089417 , 0.000000 , 143932, 14.3033 
Swift, quicksort_25000.sh, 25000, 360.080017 , 190.204712 , 0.106384 , 0.000000 , 145264, 14.6639 
Swift, selectionsort_25000.sh, 25000, 351.293152 , 185.911133 , 0.115723 , 0.000000 , 144116, 14.2745 
C, bubblesort_25000.sh, 25000, 2.420959 , 1.206909 , 0.030518 , 0.000000 , 38320, 0.100301 
C, cyclesort_25000.sh, 25000, 2.769470 , 1.356445 , 0.041748 , 0.000000 , 38584, 0.116361 
C, heapsort_25000.sh, 25000, 2.508423 , 1.269653 , 0.037354 , 0.000000 , 37552, 0.102634 
C, insertionsort_25000.sh, 25000, 2.586365 , 1.174133 , 0.039673 , 0.000000 , 37304, 0.116627 
C, mergesort_25000.sh, 25000, 2.988831 , 1.509338 , 0.039062 , 0.000000 , 39448, 0.124037 
C, oddevensort_25000.sh, 25000, 2.631592 , 1.257874 , 0.030090 , 0.000000 , 38592, 0.114692 
C, quicksort_25000.sh, 25000, 2.876221 , 1.363525 , 0.045349 , 0.000000 , 38324, 0.124514 
C, selectionsort_25000.sh, 25000, 2.780762 , 1.401428 , 0.045837 , 0.000000 , 37936, 0.113661 
C++, bubblesort_25000.sh, 25000, 11.520935 , 5.905457 , 0.146179 , 0.000000 , 85212, 0.472025 
C++, cyclesort_25000.sh, 25000, 11.972534 , 6.228943 , 0.039185 , 0.000000 , 85896, 0.489792 
C++, heapsort_25000.sh, 25000, 11.727661 , 6.131531 , 0.033203 , 0.000000 , 85608, 0.479958 
C++, insertionsort_25000.sh, 25000, 11.512207 , 6.072266 , 0.042358 , 0.000000 , 85032, 0.464772 
C++, mergesort_25000.sh, 25000, 12.764587 , 6.689026 , 0.032715 , 0.000000 , 87004, 0.520513 
C++, oddevensort_25000.sh, 25000, 11.546753 , 6.051697 , 0.043396 , 0.000000 , 85700, 0.4699 
C++, quicksort_25000.sh, 25000, 11.564392 , 6.062683 , 0.030762 , 0.000000 , 84928, 0.470433 
C++, selectionsort_25000.sh, 25000, 11.791626 , 6.134644 , 0.036621 , 0.000000 , 85264, 0.48483 
C#, bubblesort_25000.sh, 25000, 13.167175 , 6.894531 , 0.103516 , 0.000000 , 65468, 0.533373 
C#, cyclesort_25000.sh, 25000, 13.254395 , 6.997070 , 0.080200 , 0.000000 , 67352, 0.534638 
C#, heapsort_25000.sh, 25000, 12.960083 , 6.814392 , 0.033630 , 0.000000 , 63336, 0.528137 
C#, insertionsort_25000.sh, 25000, 12.884705 , 6.754333 , 0.035706 , 0.000000 , 65520, 0.527245 
C#, mergesort_25000.sh, 25000, 12.879333 , 6.815674 , 0.024597 , 0.000000 , 67568, 0.522131 
C#, oddevensort_25000.sh, 25000, 13.107239 , 6.913940 , 0.032959 , 0.000000 , 63528, 0.532037 
C#, quicksort_25000.sh, 25000, 13.264038 , 7.011597 , 0.068542 , 0.000000 , 67356, 0.533993 
C#, selectionsort_25000.sh, 25000, 12.981812 , 6.867126 , 0.034912 , 0.000000 , 67380, 0.526411 
Go, bubblesort_25000.sh, 25000, 3.690125 , 1.715393 , 0.035522 , 0.000000 , 55600, 0.1649 
Go, cyclesort_25000.sh, 25000, 3.284973 , 1.484131 , 0.024353 , 0.000000 , 57500, 0.150447 
Go, heapsort_25000.sh, 25000, 3.834351 , 1.858887 , 0.032166 , 0.000000 , 54840, 0.164662 
Go, insertionsort_25000.sh, 25000, 3.767700 , 1.673157 , 0.095276 , 0.000000 , 57364, 0.17078 
Go, mergesort_25000.sh, 25000, 3.121826 , 1.245605 , 0.042847 , 0.000000 , 57052, 0.157621 
Go, oddevensort_25000.sh, 25000, 3.686523 , 1.771057 , 0.029785 , 0.000000 , 56740, 0.159187 
Go, quicksort_25000.sh, 25000, 3.574829 , 1.789368 , 0.015015 , 0.000000 , 55028, 0.152096 
Go, selectionsort_25000.sh, 25000, 3.109863 , 1.433838 , 0.025879 , 0.000000 , 56692, 0.139668 
Haskell, bubblesort_25000.sh, 25000, 306.853210 , 160.566895 , 0.203430 , 0.000000 , 630884, 12.3866 
Haskell, cyclesort_25000.sh, 25000, 586.394775 , 306.450500 , 0.153931 , 0.000000 , 715092, 23.6942 
Haskell, heapsort_25000.sh, 25000, 311.485596 , 162.726379 , 0.119263 , 0.000000 , 643188, 12.6035 
Haskell, insertionsort_25000.sh, 25000, 309.200989 , 161.203796 , 0.243164 , 0.000000 , 651888, 12.5215 
Haskell, mergesort_25000.sh, 25000, 306.449707 , 159.516602 , 0.262817 , 0.000000 , 687436, 12.4289 
Haskell, oddevensort_25000.sh, 25000, 288.937073 , 151.127075 , 0.182556 , 0.000000 , 670192, 11.6691 
Haskell, quicksort_25000.sh, 25000, 306.001343 , 159.896973 , 0.185852 , 0.000000 , 603900, 12.3715 
Haskell, selectionsort_25000.sh, 25000, 325.839783 , 170.414856 , 0.159363 , 0.000000 , 666996, 13.1574 
Rust, bubblesort_25000.sh, 25000, 226.821899 , 119.702026 , 0.127686 , 0.000000 , 1084748, 9.16186 
Rust, cyclesort_25000.sh, 25000, 228.916931 , 120.763855 , 0.104004 , 0.000000 , 1086036, 9.25151 
Rust, heapsort_25000.sh, 25000, 227.095459 , 120.692932 , 0.097961 , 0.000000 , 1083668, 9.1124 
Rust, insertionsort_25000.sh, 25000, 224.692139 , 118.583496 , 0.086731 , 0.000000 , 1082960, 9.08698 
Rust, mergesort_25000.sh, 25000, 231.189209 , 121.869263 , 0.093994 , 0.000000 , 1104352, 9.35617 
Rust, oddevensort_25000.sh, 25000, 236.489075 , 124.681396 , 0.105652 , 0.000000 , 1086900, 9.56803 
Rust, quicksort_25000.sh, 25000, 231.212769 , 122.108337 , 0.090576 , 0.000000 , 1096012, 9.34816 
Rust, selectionsort_25000.sh, 25000, 228.756958 , 120.557861 , 0.101868 , 0.000000 , 1076128, 9.26245 
Swift, bubblesort_25000.sh, 25000, 352.361450 , 186.914490 , 0.098633 , 0.000000 , 144264, 14.2891 
Swift, cyclesort_25000.sh, 25000, 340.926331 , 180.759949 , 0.070068 , 0.000000 , 143484, 13.8325 
Swift, heapsort_25000.sh, 25000, 374.802490 , 199.349487 , 0.127808 , 0.000000 , 147496, 15.2648 
Swift, insertionsort_25000.sh, 25000, 336.087158 , 179.470398 , 0.129517 , 0.000000 , 144368, 13.6605 
Swift, mergesort_25000.sh, 25000, 360.071777 , 192.141907 , 0.156433 , 0.000000 , 145536, 14.6362 
Swift, oddevensort_25000.sh, 25000, 345.080078 , 184.152405 , 0.120544 , 0.000000 , 143848, 14.0444 
Swift, quicksort_25000.sh, 25000, 358.181152 , 191.275452 , 0.110596 , 0.000000 , 145192, 14.5683 
Swift, selectionsort_25000.sh, 25000, 339.222900 , 181.450256 , 0.132141 , 0.000000 , 144548, 13.7689 
C, bubblesort_25000.sh, 25000, 2.603210 , 1.178284 , 0.015503 , 0.000000 , 38580, 0.123188 
C, cyclesort_25000.sh, 25000, 2.397827 , 1.255127 , 0.016907 , 0.000000 , 38580, 0.098153 
C, heapsort_25000.sh, 25000, 2.326782 , 1.169067 , 0.015259 , 0.000000 , 37552, 0.098457 
C, insertionsort_25000.sh, 25000, 2.170593 , 1.115479 , 0.015503 , 0.000000 , 37348, 0.091554 
C, mergesort_25000.sh, 25000, 2.608154 , 1.364380 , 0.016541 , 0.000000 , 39620, 0.105452 
C, oddevensort_25000.sh, 25000, 2.555725 , 1.360901 , 0.011108 , 0.000000 , 38716, 0.102982 
C, quicksort_25000.sh, 25000, 2.485474 , 1.304138 , 0.019531 , 0.000000 , 38196, 0.100935 
C, selectionsort_25000.sh, 25000, 2.710632 , 1.422668 , 0.016479 , 0.000000 , 38068, 0.108155 
C++, bubblesort_25000.sh, 25000, 11.460754 , 6.121338 , 0.019775 , 0.000000 , 85424, 0.463829 
C++, cyclesort_25000.sh, 25000, 11.723328 , 6.286682 , 0.021606 , 0.000000 , 85860, 0.472191 
C++, heapsort_25000.sh, 25000, 11.554810 , 6.193970 , 0.031982 , 0.000000 , 85056, 0.462512 
C++, insertionsort_25000.sh, 25000, 10.947632 , 5.863403 , 0.019592 , 0.000000 , 84944, 0.443601 
C++, mergesort_25000.sh, 25000, 12.904358 , 6.890747 , 0.031067 , 0.000000 , 87076, 0.519434 
C++, oddevensort_25000.sh, 25000, 11.071350 , 5.911133 , 0.013794 , 0.000000 , 85716, 0.448927 
C++, quicksort_25000.sh, 25000, 11.642090 , 6.208618 , 0.016174 , 0.000000 , 85320, 0.471392 
C++, selectionsort_25000.sh, 25000, 11.238220 , 5.989258 , 0.016663 , 0.000000 , 85068, 0.457011 
C#, bubblesort_25000.sh, 25000, 12.907715 , 6.880371 , 0.020203 , 0.000000 , 67332, 0.522229 
C#, cyclesort_25000.sh, 25000, 12.979614 , 6.962891 , 0.012024 , 0.000000 , 65432, 0.523371 
C#, heapsort_25000.sh, 25000, 12.971497 , 6.933350 , 0.027405 , 0.000000 , 69560, 0.524658 
C#, insertionsort_25000.sh, 25000, 12.834412 , 6.865723 , 0.010010 , 0.000000 , 67400, 0.521831 
C#, mergesort_25000.sh, 25000, 12.850769 , 6.885864 , 0.020630 , 0.000000 , 65180, 0.518546 
C#, oddevensort_25000.sh, 25000, 12.985291 , 7.007324 , 0.008850 , 0.000000 , 67700, 0.522188 
C#, quicksort_25000.sh, 25000, 12.823364 , 6.927063 , 0.011902 , 0.000000 , 59260, 0.513968 
C#, selectionsort_25000.sh, 25000, 12.979187 , 6.965454 , 0.018921 , 0.000000 , 67352, 0.522741 
Go, bubblesort_25000.sh, 25000, 3.228943 , 1.517761 , 0.010559 , 0.000000 , 55192, 0.146937 
Go, cyclesort_25000.sh, 25000, 3.272156 , 1.603699 , 0.009033 , 0.000000 , 54504, 0.141535 
Go, heapsort_25000.sh, 25000, 3.605469 , 1.791077 , 0.008362 , 0.000000 , 56268, 0.154208 
Go, insertionsort_25000.sh, 25000, 2.956360 , 1.332703 , 0.011536 , 0.000000 , 57184, 0.138786 
Go, mergesort_25000.sh, 25000, 3.504089 , 1.844421 , 0.010254 , 0.000000 , 56264, 0.141734 
Go, oddevensort_25000.sh, 25000, 3.482605 , 1.626831 , 0.014526 , 0.000000 , 53912, 0.157767 
Go, quicksort_25000.sh, 25000, 3.040161 , 1.362488 , 0.009705 , 0.000000 , 57084, 0.142416 
Go, selectionsort_25000.sh, 25000, 3.531494 , 1.815674 , 0.011047 , 0.000000 , 56860, 0.147403 
Haskell, bubblesort_25000.sh, 25000, 307.078369 , 161.941284 , 0.125488 , 0.000000 , 631856, 12.4253 
Haskell, cyclesort_25000.sh, 25000, 580.124268 , 305.756104 , 0.218872 , 0.000000 , 687064, 23.4622 
Haskell, heapsort_25000.sh, 25000, 303.823853 , 160.185852 , 0.145447 , 0.000000 , 635656, 12.2962 
Haskell, insertionsort_25000.sh, 25000, 298.738770 , 157.178345 , 0.114990 , 0.000000 , 577140, 12.106 
Haskell, mergesort_25000.sh, 25000, 301.304138 , 159.074097 , 0.136475 , 0.000000 , 598508, 12.1647 
Haskell, oddevensort_25000.sh, 25000, 282.366028 , 149.044373 , 0.145264 , 0.000000 , 681712, 11.4002 
Haskell, quicksort_25000.sh, 25000, 305.050171 , 160.757202 , 0.135437 , 0.000000 , 593928, 12.3533 
Haskell, selectionsort_25000.sh, 25000, 317.559570 , 167.035645 , 0.157898 , 0.000000 , 670036, 12.8683 
Rust, bubblesort_25000.sh, 25000, 224.278809 , 118.966309 , 0.098633 , 0.000000 , 1087356, 9.10325 
Rust, cyclesort_25000.sh, 25000, 225.997375 , 120.140015 , 0.101868 , 0.000000 , 1084936, 9.14883 
Rust, heapsort_25000.sh, 25000, 225.052917 , 119.794189 , 0.111633 , 0.000000 , 1080244, 9.09888 
Rust, insertionsort_25000.sh, 25000, 221.081116 , 117.694275 , 0.083923 , 0.000000 , 1077712, 8.93863 
Rust, mergesort_25000.sh, 25000, 222.862671 , 118.885925 , 0.073425 , 0.000000 , 1101668, 8.99832 
Rust, oddevensort_25000.sh, 25000, 225.034546 , 119.931763 , 0.092957 , 0.000000 , 1081684, 9.09299 
Rust, quicksort_25000.sh, 25000, 229.766479 , 122.378052 , 0.097900 , 0.000000 , 1084088, 9.29469 
Rust, selectionsort_25000.sh, 25000, 225.987427 , 120.313293 , 0.084656 , 0.000000 , 1075288, 9.13751 
Swift, bubblesort_25000.sh, 25000, 338.099548 , 180.376465 , 0.127014 , 0.000000 , 144220, 13.7534 
Swift, cyclesort_25000.sh, 25000, 339.234375 , 181.203735 , 0.109680 , 0.000000 , 143424, 13.7876 
Swift, heapsort_25000.sh, 25000, 371.992981 , 198.458008 , 0.140198 , 0.000000 , 147044, 15.1318 
Swift, insertionsort_25000.sh, 25000, 352.091187 , 188.235413 , 0.143677 , 0.000000 , 144264, 14.2988 
Swift, mergesort_25000.sh, 25000, 356.992554 , 190.724243 , 0.119751 , 0.000000 , 145556, 14.5066 
Swift, oddevensort_25000.sh, 25000, 335.586426 , 179.427124 , 0.132324 , 0.000000 , 143784, 13.6217 
Swift, quicksort_25000.sh, 25000, 360.672302 , 192.325012 , 0.142517 , 0.000000 , 145300, 14.6844 
Swift, selectionsort_25000.sh, 25000, 342.660522 , 182.201294 , 0.143005 , 0.000000 , 144176, 13.994 
C, bubblesort_25000.sh, 25000, 2.531494 , 1.197815 , 0.018494 , 0.000000 , 38368, 0.113448 
C, cyclesort_25000.sh, 25000, 2.301941 , 1.131104 , 0.012878 , 0.000000 , 38584, 0.100743 
C, heapsort_25000.sh, 25000, 2.615845 , 1.359070 , 0.016968 , 0.000000 , 37680, 0.10655 
C, insertionsort_25000.sh, 25000, 2.073425 , 1.032349 , 0.012451 , 0.000000 , 37300, 0.088544 
C, mergesort_25000.sh, 25000, 3.090393 , 1.469238 , 0.013794 , 0.000000 , 39296, 0.140239 
C, oddevensort_25000.sh, 25000, 2.180664 , 1.098633 , 0.015991 , 0.000000 , 38720, 0.093087 
C, quicksort_25000.sh, 25000, 3.005920 , 1.570801 , 0.012329 , 0.000000 , 38324, 0.122416 
C, selectionsort_25000.sh, 25000, 2.108154 , 1.079529 , 0.014709 , 0.000000 , 38196, 0.087792 
C++, bubblesort_25000.sh, 25000, 11.432312 , 6.115662 , 0.016357 , 0.000000 , 85500, 0.46445 
C++, cyclesort_25000.sh, 25000, 11.457153 , 6.057129 , 0.013977 , 0.000000 , 85448, 0.469864 
C++, heapsort_25000.sh, 25000, 11.647217 , 6.201660 , 0.013977 , 0.000000 , 85408, 0.473794 
C++, insertionsort_25000.sh, 25000, 11.456787 , 6.054932 , 0.023804 , 0.000000 , 85260, 0.467358 
C++, mergesort_25000.sh, 25000, 12.439819 , 6.647339 , 0.010620 , 0.000000 , 88128, 0.504998 
C++, oddevensort_25000.sh, 25000, 11.328674 , 6.054016 , 0.019348 , 0.000000 , 85976, 0.457948 
C++, quicksort_25000.sh, 25000, 11.384277 , 6.052551 , 0.019775 , 0.000000 , 85424, 0.462574 
C++, selectionsort_25000.sh, 25000, 11.322571 , 6.046082 , 0.014771 , 0.000000 , 86000, 0.457024 
C#, bubblesort_25000.sh, 25000, 12.650269 , 6.728455 , 0.015686 , 0.000000 , 67220, 0.516213 
C#, cyclesort_25000.sh, 25000, 13.028748 , 6.957703 , 0.011658 , 0.000000 , 65512, 0.528761 
C#, heapsort_25000.sh, 25000, 12.947937 , 6.917847 , 0.021973 , 0.000000 , 67316, 0.52537 
C#, insertionsort_25000.sh, 25000, 12.677307 , 6.767395 , 0.018982 , 0.000000 , 67640, 0.515548 
C#, mergesort_25000.sh, 25000, 12.811340 , 6.855713 , 0.009827 , 0.000000 , 63532, 0.519715 
C#, oddevensort_25000.sh, 25000, 12.865417 , 6.915894 , 0.019226 , 0.000000 , 67452, 0.51941 
C#, quicksort_25000.sh, 25000, 13.010254 , 6.948914 , 0.016235 , 0.000000 , 71572, 0.528109 
C#, selectionsort_25000.sh, 25000, 12.774048 , 6.863770 , 0.004517 , 0.000000 , 67528, 0.516784 
Go, bubblesort_25000.sh, 25000, 3.012146 , 1.394165 , 0.012512 , 0.000000 , 55460, 0.137911 
Go, cyclesort_25000.sh, 25000, 3.442383 , 1.648621 , 0.012634 , 0.000000 , 53768, 0.153061 
Go, heapsort_25000.sh, 25000, 3.556702 , 1.615906 , 0.014038 , 0.000000 , 55964, 0.16579 
Go, insertionsort_25000.sh, 25000, 3.023621 , 1.274170 , 0.009155 , 0.000000 , 55928, 0.149893 
Go, mergesort_25000.sh, 25000, 3.465759 , 1.746277 , 0.009705 , 0.000000 , 54680, 0.146696 
Go, oddevensort_25000.sh, 25000, 3.500549 , 1.798096 , 0.011719 , 0.000000 , 55256, 0.146248 
Go, quicksort_25000.sh, 25000, 3.071167 , 1.512146 , 0.009094 , 0.000000 , 55080, 0.132497 
Go, selectionsort_25000.sh, 25000, 3.653259 , 1.922729 , 0.011292 , 0.000000 , 56468, 0.148236 
Haskell, bubblesort_25000.sh, 25000, 304.633179 , 160.658813 , 0.143982 , 0.000000 , 631596, 12.3182 
Haskell, cyclesort_25000.sh, 25000, 588.500610 , 310.228210 , 0.205872 , 0.000000 , 690448, 23.8037 
Haskell, heapsort_25000.sh, 25000, 310.412842 , 163.728577 , 0.132812 , 0.000000 , 632116, 12.554 
Haskell, insertionsort_25000.sh, 25000, 298.649353 , 157.390320 , 0.131226 , 0.000000 , 589860, 12.088 
Haskell, mergesort_25000.sh, 25000, 306.272827 , 161.153320 , 0.138367 , 0.000000 , 672352, 12.4068 
Haskell, oddevensort_25000.sh, 25000, 282.822388 , 148.970642 , 0.136536 , 0.000000 , 682480, 11.4517 
Haskell, quicksort_25000.sh, 25000, 301.653748 , 159.090759 , 0.130615 , 0.000000 , 633520, 12.1938 
Haskell, selectionsort_25000.sh, 25000, 312.973938 , 164.821106 , 0.152039 , 0.000000 , 642540, 12.6637 
Rust, bubblesort_25000.sh, 25000, 236.705200 , 126.147156 , 0.101929 , 0.000000 , 1083684, 9.56188 
Rust, cyclesort_25000.sh, 25000, 229.230835 , 122.228821 , 0.114502 , 0.000000 , 1090632, 9.24841 
Rust, heapsort_25000.sh, 25000, 225.248413 , 120.097473 , 0.093384 , 0.000000 , 1079552, 9.1005 
Rust, insertionsort_25000.sh, 25000, 223.917053 , 118.985046 , 0.104370 , 0.000000 , 1084968, 9.06636 
Rust, mergesort_25000.sh, 25000, 229.555359 , 122.417847 , 0.094971 , 0.000000 , 1108376, 9.27339 
Rust, oddevensort_25000.sh, 25000, 228.931152 , 121.744263 , 0.092590 , 0.000000 , 1082752, 9.27157 
Rust, quicksort_25000.sh, 25000, 219.419495 , 116.649719 , 0.101257 , 0.000000 , 1100128, 8.88909 
Rust, selectionsort_25000.sh, 25000, 233.908875 , 124.345276 , 0.100098 , 0.000000 , 1075900, 9.47423 
Swift, bubblesort_25000.sh, 25000, 338.595947 , 180.793579 , 0.123413 , 0.000000 , 144328, 13.7667 
Swift, cyclesort_25000.sh, 25000, 337.796570 , 180.599792 , 0.124756 , 0.000000 , 143576, 13.7146 
Swift, heapsort_25000.sh, 25000, 357.022949 , 190.712524 , 0.117798 , 0.000000 , 147268, 14.5139 
Swift, insertionsort_25000.sh, 25000, 335.229736 , 179.154114 , 0.119141 , 0.000000 , 144384, 13.6232 
Swift, mergesort_25000.sh, 25000, 370.399658 , 197.619263 , 0.139893 , 0.000000 , 145468, 15.0786 
Swift, oddevensort_25000.sh, 25000, 338.722107 , 181.023254 , 0.128357 , 0.000000 , 143840, 13.7599 
Swift, quicksort_25000.sh, 25000, 368.380005 , 196.642090 , 0.148010 , 0.000000 , 145220, 14.9746 
Swift, selectionsort_25000.sh, 25000, 336.460938 , 179.546692 , 0.134644 , 0.000000 , 144408, 13.6889 
C, bubblesort_25000.sh, 25000, 2.092529 , 0.952576 , 0.015991 , 0.000000 , 38452, 0.097671 
C, cyclesort_25000.sh, 25000, 2.873230 , 1.465088 , 0.018494 , 0.000000 , 38580, 0.1195 
C, heapsort_25000.sh, 25000, 2.040588 , 1.021362 , 0.016785 , 0.000000 , 37352, 0.086434 
C, insertionsort_25000.sh, 25000, 2.448059 , 1.181763 , 0.016296 , 0.000000 , 37436, 0.109003 
C, mergesort_25000.sh, 25000, 2.581055 , 1.350464 , 0.011597 , 0.000000 , 39620, 0.107384 
C, oddevensort_25000.sh, 25000, 2.581543 , 1.343750 , 0.016479 , 0.000000 , 38712, 0.104308 
C, quicksort_25000.sh, 25000, 2.523804 , 1.310547 , 0.015137 , 0.000000 , 38200, 0.10573 
C, selectionsort_25000.sh, 25000, 2.313660 , 1.163879 , 0.011230 , 0.000000 , 38192, 0.099013 
C++, bubblesort_25000.sh, 25000, 11.032043 , 5.848511 , 0.017639 , 0.000000 , 85956, 0.449627 
C++, cyclesort_25000.sh, 25000, 11.223145 , 5.972412 , 0.017517 , 0.000000 , 85892, 0.455431 
C++, heapsort_25000.sh, 25000, 11.403076 , 6.012878 , 0.020142 , 0.000000 , 85700, 0.466636 
C++, insertionsort_25000.sh, 25000, 11.041199 , 5.840393 , 0.018311 , 0.000000 , 85468, 0.451914 
C++, mergesort_25000.sh, 25000, 12.209290 , 6.498413 , 0.022827 , 0.000000 , 87668, 0.496162 
C++, oddevensort_25000.sh, 25000, 11.101135 , 5.945618 , 0.018188 , 0.000000 , 86208, 0.447502 
C++, quicksort_25000.sh, 25000, 11.123535 , 5.911926 , 0.018494 , 0.000000 , 85616, 0.451881 
